ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,Year,Higher Odds win,Spaces
51,New York,US Open,9/8/2008,Grand Slam,Outdoor,Hard,The Final,5,Federer R.,Murray A.,2,6,6,2,7,6,6,2,,,,,3,0,Completed,1.5,2.75,2008,TRUE,
52,Bucharest,Open Romania,9/8/2008,International,Outdoor,Clay,1st Round,3,Starace P.,Granollers M.,74,52,6,2,6,4,,,,,,,2,0,Completed,1.5,2.5,2008,TRUE,
52,Bucharest,Open Romania,9/8/2008,International,Outdoor,Clay,1st Round,3,Serra F.,Devilder N.,69,60,3,6,7,6,7,6,,,,,2,1,Completed,2.25,1.57,2008,FALSE,
52,Bucharest,Open Romania,9/8/2008,International,Outdoor,Clay,1st Round,3,Gremelmayr D.,Chardy J.,87,73,6,1,5,7,6,4,,,,,2,1,Completed,2.25,1.57,2008,FALSE,
52,Bucharest,Open Romania,9/8/2008,International,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,Zverev M.,64,99,6,4,3,6,6,0,,,,,2,1,Completed,1.5,2.5,2008,TRUE,
52,Bucharest,Open Romania,9/8/2008,International,Outdoor,Clay,1st Round,3,Montanes A.,Lee H.T.,56,142,6,1,7,6,,,,,,,2,0,Completed,1.2,4.33,2008,TRUE,
52,Bucharest,Open Romania,9/9/2008,International,Outdoor,Clay,1st Round,3,Gabashvili T.,Gulbis E.,97,48,6,2,2,6,6,4,,,,,2,1,Completed,3.5,1.28,2008,FALSE,
52,Bucharest,Open Romania,9/9/2008,International,Outdoor,Clay,1st Round,3,Simon G.,Korolev E.,17,82,6,1,6,2,,,,,,,2,0,Completed,1.25,3.75,2008,TRUE,
52,Bucharest,Open Romania,9/9/2008,International,Outdoor,Clay,1st Round,3,Gasquet R.,Hernandez O.,12,75,3,6,6,4,6,4,,,,,2,1,Completed,1.16,4.5,2008,TRUE,
52,Bucharest,Open Romania,9/9/2008,International,Outdoor,Clay,1st Round,3,Almagro N.,Devvarman S.,18,244,6,7,6,2,7,5,,,,,2,1,Completed,1.07,7.5,2008,TRUE,
52,Bucharest,Open Romania,9/9/2008,International,Outdoor,Clay,1st Round,3,Andujar P.,Dabul B.,94,115,4,6,6,2,6,4,,,,,2,1,Completed,1.53,2.37,2008,TRUE,
52,Bucharest,Open Romania,9/9/2008,International,Outdoor,Clay,1st Round,3,Acasuso J.,Junqueira D.,51,95,6,2,6,4,,,,,,,2,0,Completed,1.38,2.87,2008,TRUE,
52,Bucharest,Open Romania,9/9/2008,International,Outdoor,Clay,1st Round,3,Moya C.,Martin A.,61,117,6,4,6,7,6,4,,,,,2,1,Completed,1.22,4,2008,TRUE,
52,Bucharest,Open Romania,9/9/2008,International,Outdoor,Clay,1st Round,3,Crivoi V.,Ramirez-Hidalgo R.,165,145,3,6,6,3,6,4,,,,,2,1,Completed,1.9,1.8,2008,FALSE,
52,Bucharest,Open Romania,9/9/2008,International,Outdoor,Clay,1st Round,3,Vassallo-Arguello M.,Hanescu V.,112,50,4,6,7,5,6,4,,,,,2,1,Completed,4,1.22,2008,FALSE,
52,Bucharest,Open Romania,9/9/2008,International,Outdoor,Clay,1st Round,3,Cruciat A.,Volandri F.,183,91,7,5,4,0,,,,,,,1,0,Retired,2.75,1.4,2008,FALSE,
52,Bucharest,Open Romania,9/10/2008,International,Outdoor,Clay,1st Round,3,Navarro-Pastor I.,Mathieu P.H.,71,25,6,4,6,7,6,3,,,,,2,1,Completed,3.4,1.3,2008,FALSE,
52,Bucharest,Open Romania,9/10/2008,International,Outdoor,Clay,2nd Round,3,Serra F.,Starace P.,69,74,7,5,0,6,6,4,,,,,2,1,Completed,2.87,1.38,2008,FALSE,
52,Bucharest,Open Romania,9/10/2008,International,Outdoor,Clay,2nd Round,3,Garcia-Lopez G.,Almagro N.,64,18,6,4,7,5,,,,,,,2,0,Completed,3.25,1.33,2008,FALSE,
52,Bucharest,Open Romania,9/10/2008,International,Outdoor,Clay,2nd Round,3,Moya C.,Andujar P.,61,94,6,3,7,6,,,,,,,2,0,Completed,1.44,2.62,2008,TRUE,
52,Bucharest,Open Romania,9/10/2008,International,Outdoor,Clay,2nd Round,3,Simon G.,Montanes A.,17,56,6,3,6,4,,,,,,,2,0,Completed,1.33,3.25,2008,TRUE,
52,Bucharest,Open Romania,9/11/2008,International,Outdoor,Clay,2nd Round,3,Acasuso J.,Vassallo-Arguello M.,51,112,6,4,7,5,,,,,,,2,0,Completed,1.3,3.4,2008,TRUE,
52,Bucharest,Open Romania,9/11/2008,International,Outdoor,Clay,2nd Round,3,Navarro-Pastor I.,Gremelmayr D.,71,87,6,3,1,0,,,,,,,1,0,Retired,1.72,2,2008,TRUE,
52,Bucharest,Open Romania,9/11/2008,International,Outdoor,Clay,2nd Round,3,Gasquet R.,Crivoi V.,12,165,6,3,6,2,,,,,,,2,0,Completed,1.14,5,2008,TRUE,
52,Bucharest,Open Romania,9/11/2008,International,Outdoor,Clay,2nd Round,3,Gabashvili T.,Cruciat A.,97,183,6,1,6,2,,,,,,,2,0,Completed,1.4,2.75,2008,TRUE,
52,Bucharest,Open Romania,9/12/2008,International,Outdoor,Clay,Quarterfinals,3,Simon G.,Serra F.,17,69,6,2,6,3,,,,,,,2,0,Completed,1.22,4,2008,TRUE,
52,Bucharest,Open Romania,9/12/2008,International,Outdoor,Clay,Quarterfinals,3,Moya C.,Garcia-Lopez G.,61,64,5,7,6,3,6,4,,,,,2,1,Completed,1.57,2.25,2008,TRUE,
52,Bucharest,Open Romania,9/12/2008,International,Outdoor,Clay,Quarterfinals,3,Acasuso J.,Navarro-Pastor I.,51,71,6,4,6,4,,,,,,,2,0,Completed,1.57,2.25,2008,TRUE,
52,Bucharest,Open Romania,9/12/2008,International,Outdoor,Clay,Quarterfinals,3,Gasquet R.,Gabashvili T.,12,97,6,7,6,1,6,1,,,,,2,1,Completed,1.22,4,2008,TRUE,
52,Bucharest,Open Romania,9/13/2008,International,Outdoor,Clay,Semifinals,3,Moya C.,Gasquet R.,61,12,6,2,6,4,,,,,,,2,0,Completed,2.62,1.44,2008,FALSE,
52,Bucharest,Open Romania,9/13/2008,International,Outdoor,Clay,Semifinals,3,Simon G.,Acasuso J.,17,51,4,6,7,6,6,4,,,,,2,1,Completed,1.28,3.5,2008,TRUE,
52,Bucharest,Open Romania,9/14/2008,International,Outdoor,Clay,The Final,3,Simon G.,Moya C.,17,61,6,3,6,4,,,,,,,2,0,Completed,1.57,2.37,2008,TRUE,
53,Bangkok,Thailand Open,9/23/2008,International,Indoor,Hard,1st Round,3,Soderling R.,Qureshi A.U.H.,34,207,6,2,6,4,,,,,,,2,0,Completed,1.14,5,2008,TRUE,
53,Bangkok,Thailand Open,9/23/2008,International,Indoor,Hard,1st Round,3,Gabashvili T.,Berrer M.,89,100,6,4,6,3,,,,,,,2,0,Completed,1.72,2,2008,TRUE,
53,Bangkok,Thailand Open,9/23/2008,International,Indoor,Hard,1st Round,3,Dlouhy L.,Becker B.,166,104,6,4,7,6,,,,,,,2,0,Completed,2.1,1.66,2008,FALSE,
53,Bangkok,Thailand Open,9/23/2008,International,Indoor,Hard,1st Round,3,Stadler S.,Benneteau J.,141,54,7,5,6,1,,,,,,,2,0,Completed,2.62,1.44,2008,FALSE,
53,Bangkok,Thailand Open,9/23/2008,International,Indoor,Hard,1st Round,3,Petzschner P.,Safin M.,131,38,6,4,7,6,,,,,,,2,0,Completed,5,1.14,2008,FALSE,
53,Bangkok,Thailand Open,9/23/2008,International,Indoor,Hard,1st Round,3,Kendrick R.,Bastl G.,102,339,6,3,7,6,,,,,,,2,0,Completed,1.36,3,2008,TRUE,
53,Bangkok,Thailand Open,9/23/2008,International,Indoor,Hard,1st Round,3,Mahut N.,Udomchoke D.,74,155,6,2,6,7,6,2,,,,,2,1,Completed,1.28,3.5,2008,TRUE,
53,Bangkok,Thailand Open,9/24/2008,International,Indoor,Hard,1st Round,3,Troicki V.,Santoro F.,65,63,7,6,6,2,,,,,,,2,0,Completed,1.44,2.62,2008,TRUE,
53,Bangkok,Thailand Open,9/24/2008,International,Indoor,Hard,1st Round,3,Bolelli S.,Bellucci T.,45,79,6,3,6,3,,,,,,,2,0,Completed,1.4,2.75,2008,TRUE,
53,Bangkok,Thailand Open,9/24/2008,International,Indoor,Hard,1st Round,3,Nieminen J.,Djokovic M.,33,1734,6,2,6,0,,,,,,,2,0,Completed,1.05,9,2008,TRUE,
53,Bangkok,Thailand Open,9/24/2008,International,Indoor,Hard,1st Round,3,Zverev M.,Smeets R.,97,168,6,4,6,4,,,,,,,2,0,Completed,1.4,2.75,2008,TRUE,
53,Bangkok,Thailand Open,9/24/2008,International,Indoor,Hard,1st Round,3,Melzer J.,Young D.,41,119,6,3,6,3,,,,,,,2,0,Completed,1.4,2.75,2008,TRUE,
53,Bangkok,Thailand Open,9/24/2008,International,Indoor,Hard,2nd Round,3,Tsonga J.W.,Dlouhy L.,20,166,7,6,3,6,7,6,,,,,2,1,Completed,1.12,5.5,2008,TRUE,
53,Bangkok,Thailand Open,9/24/2008,International,Indoor,Hard,2nd Round,3,Monfils G.,Kendrick R.,30,102,6,4,7,6,,,,,,,2,0,Completed,1.28,3.5,2008,TRUE,
53,Bangkok,Thailand Open,9/25/2008,International,Indoor,Hard,2nd Round,3,Soderling R.,Gabashvili T.,34,89,6,1,6,3,,,,,,,2,0,Completed,1.16,4.5,2008,TRUE,
53,Bangkok,Thailand Open,9/25/2008,International,Indoor,Hard,2nd Round,3,Mahut N.,Nieminen J.,74,33,6,4,3,6,6,3,,,,,2,1,Completed,2.1,1.66,2008,FALSE,
53,Bangkok,Thailand Open,9/25/2008,International,Indoor,Hard,2nd Round,3,Petzschner P.,Zverev M.,131,97,7,6,3,6,6,1,,,,,2,1,Completed,2.5,1.5,2008,FALSE,
53,Bangkok,Thailand Open,9/25/2008,International,Indoor,Hard,2nd Round,3,Melzer J.,Troicki V.,41,65,6,4,7,6,,,,,,,2,0,Completed,1.66,2.1,2008,TRUE,
53,Bangkok,Thailand Open,9/25/2008,International,Indoor,Hard,2nd Round,3,Djokovic N.,Stadler S.,3,141,6,1,6,3,,,,,,,2,0,Completed,1.02,12,2008,TRUE,
53,Bangkok,Thailand Open,9/25/2008,International,Indoor,Hard,2nd Round,3,Berdych T.,Bolelli S.,27,45,7,5,6,1,,,,,,,2,0,Completed,1.38,2.87,2008,TRUE,
53,Bangkok,Thailand Open,9/26/2008,International,Indoor,Hard,Quarterfinals,3,Monfils G.,Petzschner P.,30,131,7,6,6,4,,,,,,,2,0,Completed,1.25,3.75,2008,TRUE,
53,Bangkok,Thailand Open,9/26/2008,International,Indoor,Hard,Quarterfinals,3,Tsonga J.W.,Melzer J.,20,41,6,3,6,2,,,,,,,2,0,Completed,1.61,2.2,2008,TRUE,
53,Bangkok,Thailand Open,9/26/2008,International,Indoor,Hard,Quarterfinals,3,Berdych T.,Mahut N.,27,74,7,6,6,3,,,,,,,2,0,Completed,1.36,3,2008,TRUE,
53,Bangkok,Thailand Open,9/26/2008,International,Indoor,Hard,Quarterfinals,3,Djokovic N.,Soderling R.,3,34,6,4,7,5,,,,,,,2,0,Completed,1.2,4.33,2008,TRUE,
53,Bangkok,Thailand Open,9/27/2008,International,Indoor,Hard,Semifinals,3,Tsonga J.W.,Monfils G.,20,30,6,0,6,3,,,,,,,2,0,Completed,1.57,2.25,2008,TRUE,
53,Bangkok,Thailand Open,9/27/2008,International,Indoor,Hard,Semifinals,3,Djokovic N.,Berdych T.,3,27,7,5,6,1,,,,,,,2,0,Completed,1.16,4.5,2008,TRUE,
53,Bangkok,Thailand Open,9/28/2008,International,Indoor,Hard,The Final,3,Tsonga J.W.,Djokovic N.,20,3,7,6,6,4,,,,,,,2,0,Completed,3.75,1.28,2008,FALSE,
54,Beijing,China Open,9/22/2008,International,Outdoor,Hard,1st Round,3,Phau B.,Nam H.W.,137,467,6,1,6,3,,,,,,,2,0,Completed,1.12,5.5,2008,TRUE,
54,Beijing,China Open,9/22/2008,International,Outdoor,Hard,1st Round,3,Hsun Lu Y.,Xu J.C.,70,594,6,4,6,3,,,,,,,2,0,Completed,1.1,6.5,2008,TRUE,
54,Beijing,China Open,9/22/2008,International,Outdoor,Hard,1st Round,3,Schuettler R.,Navarro-Pastor I.,35,71,2,6,6,3,6,4,,,,,2,1,Completed,1.57,2.25,2008,TRUE,
54,Beijing,China Open,9/23/2008,International,Outdoor,Hard,1st Round,3,Robredo T.,Garcia-Lopez G.,16,62,6,4,7,5,,,,,,,2,0,Completed,1.25,3.75,2008,TRUE,
54,Beijing,China Open,9/23/2008,International,Outdoor,Hard,1st Round,3,Ferrero J.C.,Kudryavtsev A.,48,225,6,4,6,3,,,,,,,2,0,Completed,1.25,3.75,2008,TRUE,
54,Beijing,China Open,9/24/2008,International,Outdoor,Hard,1st Round,3,Scherrer J.C.,Sun P.,1121,557,6,4,7,6,,,,,,,2,0,Completed,1.72,2,2008,TRUE,
54,Beijing,China Open,9/24/2008,International,Outdoor,Hard,1st Round,3,Evans B.,Karanusic R.,187,103,7,6,1,6,7,6,,,,,2,1,Completed,2.1,1.66,2008,FALSE,
54,Beijing,China Open,9/24/2008,International,Outdoor,Hard,1st Round,3,Sela D.,Devilder N.,92,61,6,4,6,3,,,,,,,2,0,Completed,1.57,2.25,2008,TRUE,
54,Beijing,China Open,9/24/2008,International,Outdoor,Hard,1st Round,3,Querrey S.,Levine J.,39,95,1,6,6,2,7,6,,,,,2,1,Completed,1.33,3.25,2008,TRUE,
54,Beijing,China Open,9/24/2008,International,Outdoor,Hard,1st Round,3,Minar I.,Lee H.T.,105,154,6,3,3,6,6,2,,,,,2,1,Completed,1.66,2.1,2008,TRUE,
54,Beijing,China Open,9/24/2008,International,Outdoor,Hard,1st Round,3,Soeda G.,Bai Y.,130,495,6,4,7,5,,,,,,,2,0,Completed,1.14,5,2008,TRUE,
54,Beijing,China Open,9/24/2008,International,Outdoor,Hard,1st Round,3,Verdasco F.,Reynolds B.,15,84,6,3,6,3,,,,,,,2,0,Completed,1.3,3.4,2008,TRUE,
54,Beijing,China Open,9/25/2008,International,Outdoor,Hard,2nd Round,3,Sela D.,Ferrer D.,92,5,6,3,6,3,,,,,,,2,0,Completed,5,1.14,2008,FALSE,
54,Beijing,China Open,9/25/2008,International,Outdoor,Hard,2nd Round,3,Roddick A.,Evans B.,8,187,6,4,6,3,,,,,,,2,0,Completed,1.03,11,2008,TRUE,
54,Beijing,China Open,9/25/2008,International,Outdoor,Hard,2nd Round,3,Robredo T.,Minar I.,16,105,6,2,6,3,,,,,,,2,0,Completed,1.2,4.33,2008,TRUE,
54,Beijing,China Open,9/25/2008,International,Outdoor,Hard,2nd Round,3,Schuettler R.,Scherrer J.C.,35,1121,6,1,6,4,,,,,,,2,0,Completed,1.16,4.5,2008,TRUE,
54,Beijing,China Open,9/25/2008,International,Outdoor,Hard,2nd Round,3,Phau B.,Querrey S.,137,39,5,7,6,3,6,4,,,,,2,1,Completed,3.75,1.25,2008,FALSE,
54,Beijing,China Open,9/25/2008,International,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Verdasco F.,48,15,7,5,6,4,,,,,,,2,0,Completed,2.62,1.44,2008,FALSE,
54,Beijing,China Open,9/25/2008,International,Outdoor,Hard,2nd Round,3,Gonzalez F.,Soeda G.,11,130,3,6,7,6,6,1,,,,,2,1,Completed,1.06,8,2008,TRUE,
54,Beijing,China Open,9/25/2008,International,Outdoor,Hard,2nd Round,3,Gasquet R.,Hsun Lu Y.,12,70,7,5,6,1,,,,,,,2,0,Completed,1.11,6,2008,TRUE,
54,Beijing,China Open,9/26/2008,International,Outdoor,Hard,Quarterfinals,3,Sela D.,Robredo T.,92,16,6,4,6,1,,,,,,,2,0,Completed,3.4,1.3,2008,FALSE,
54,Beijing,China Open,9/26/2008,International,Outdoor,Hard,Quarterfinals,3,Schuettler R.,Gasquet R.,35,12,4,6,6,3,6,4,,,,,2,1,Completed,4.5,1.16,2008,FALSE,
54,Beijing,China Open,9/26/2008,International,Outdoor,Hard,Quarterfinals,3,Phau B.,Gonzalez F.,137,11,6,3,4,6,6,3,,,,,2,1,Completed,4.33,1.2,2008,FALSE,
54,Beijing,China Open,9/26/2008,International,Outdoor,Hard,Quarterfinals,3,Roddick A.,Ferrero J.C.,8,48,2,6,6,3,6,4,,,,,2,1,Completed,1.16,4.5,2008,TRUE,
54,Beijing,China Open,9/27/2008,International,Outdoor,Hard,Semifinals,3,Sela D.,Schuettler R.,92,35,6,3,6,3,,,,,,,2,0,Completed,1.72,2,2008,TRUE,
54,Beijing,China Open,9/27/2008,International,Outdoor,Hard,Semifinals,3,Roddick A.,Phau B.,8,137,6,2,6,7,6,1,,,,,2,1,Completed,1.11,6,2008,TRUE,
54,Beijing,China Open,9/28/2008,International,Outdoor,Hard,The Final,3,Roddick A.,Sela D.,8,92,6,4,6,7,6,3,,,,,2,0,Completed,1.16,5,2008,TRUE,
55,Metz,Open de Moselle,9/29/2008,International,Indoor,Hard,1st Round,3,Acasuso J.,Canas G.,47,55,6,3,2,6,6,3,,,,,2,1,Completed,2,1.72,2008,FALSE,
55,Metz,Open de Moselle,9/29/2008,International,Indoor,Hard,1st Round,3,Tipsarevic J.,Chardy J.,43,83,7,6,7,5,,,,,,,2,0,Completed,1.5,2.5,2008,TRUE,
55,Metz,Open de Moselle,9/29/2008,International,Indoor,Hard,1st Round,3,Gulbis E.,Ancic M.,50,30,7,6,6,4,,,,,,,2,0,Completed,2.25,1.57,2008,FALSE,
55,Metz,Open de Moselle,9/29/2008,International,Indoor,Hard,1st Round,3,Moya C.,Montanes A.,49,52,6,1,4,6,6,4,,,,,2,1,Completed,1.28,3.5,2008,TRUE,
55,Metz,Open de Moselle,9/30/2008,International,Indoor,Hard,1st Round,3,Schwank E.,Almagro N.,54,19,7,6,6,2,,,,,,,2,0,Completed,2.75,1.4,2008,FALSE,
55,Metz,Open de Moselle,9/30/2008,International,Indoor,Hard,1st Round,3,Gicquel M.,Granollers M.,41,57,6,3,6,2,,,,,,,2,0,Completed,1.22,4,2008,TRUE,
55,Metz,Open de Moselle,9/30/2008,International,Indoor,Hard,1st Round,3,Tursunov D.,Ascione T.,32,147,6,7,6,2,6,4,,,,,2,1,Completed,1.2,4.33,2008,TRUE,
55,Metz,Open de Moselle,9/30/2008,International,Indoor,Hard,1st Round,3,Jouan R.,Calleri A.,440,51,5,7,6,1,6,2,,,,,2,1,Completed,4,1.22,2008,FALSE,
55,Metz,Open de Moselle,9/30/2008,International,Indoor,Hard,1st Round,3,Mathieu P.H.,Devilder N.,24,62,6,0,6,2,,,,,,,2,0,Completed,1.22,4,2008,TRUE,
55,Metz,Open de Moselle,9/30/2008,International,Indoor,Hard,1st Round,3,Hanescu V.,Ljubicic I.,74,48,6,1,7,6,,,,,,,2,0,Completed,1.9,1.8,2008,FALSE,
55,Metz,Open de Moselle,9/30/2008,International,Indoor,Hard,1st Round,3,Karlovic I.,Baghdatis M.,14,42,4,6,2,1,,,,,,,0,1,Retired,1.57,2.25,2008,TRUE,
55,Metz,Open de Moselle,9/30/2008,International,Indoor,Hard,1st Round,3,Mahut N.,Simon G.,75,18,6,4,3,6,6,1,,,,,2,1,Completed,3,1.36,2008,FALSE,
55,Metz,Open de Moselle,10/1/2008,International,Indoor,Hard,1st Round,3,Stepanek R.,Benneteau J.,29,53,6,3,6,3,,,,,,,2,0,Completed,1.28,3.5,2008,TRUE,
55,Metz,Open de Moselle,10/1/2008,International,Indoor,Hard,1st Round,3,Mannarino A.,Seppi A.,181,28,6,4,6,2,,,,,,,2,0,Completed,3.75,1.25,2008,FALSE,
55,Metz,Open de Moselle,10/1/2008,International,Indoor,Hard,1st Round,3,De Voest R.,Clement A.,166,88,4,6,6,2,7,5,,,,,2,1,Completed,2.87,1.38,2008,FALSE,
55,Metz,Open de Moselle,10/1/2008,International,Indoor,Hard,1st Round,3,Llodra M.,Lopez F.,36,37,7,6,6,7,6,3,,,,,2,1,Completed,1.61,2.2,2008,TRUE,
55,Metz,Open de Moselle,10/1/2008,International,Indoor,Hard,2nd Round,3,Tursunov D.,Acasuso J.,32,47,6,2,6,2,,,,,,,2,0,Completed,1.4,2.75,2008,TRUE,
55,Metz,Open de Moselle,10/1/2008,International,Indoor,Hard,2nd Round,3,Tipsarevic J.,Gulbis E.,43,50,6,4,6,4,,,,,,,2,0,Completed,2.62,1.44,2008,FALSE,
55,Metz,Open de Moselle,10/1/2008,International,Indoor,Hard,2nd Round,3,Moya C.,Karlovic I.,49,14,6,3,7,6,,,,,,,2,0,Completed,2.2,1.61,2008,FALSE,
55,Metz,Open de Moselle,10/2/2008,International,Indoor,Hard,2nd Round,3,Schwank E.,Hanescu V.,54,74,7,6,6,7,6,3,,,,,2,1,Completed,1.8,1.9,2008,TRUE,
55,Metz,Open de Moselle,10/2/2008,International,Indoor,Hard,2nd Round,3,Mannarino A.,De Voest R.,181,166,6,4,7,5,,,,,,,2,0,Completed,1.61,2.2,2008,TRUE,
55,Metz,Open de Moselle,10/2/2008,International,Indoor,Hard,2nd Round,3,Stepanek R.,Llodra M.,29,36,6,7,6,1,7,6,,,,,2,1,Completed,1.5,2.5,2008,TRUE,
55,Metz,Open de Moselle,10/2/2008,International,Indoor,Hard,2nd Round,3,Gicquel M.,Mahut N.,41,75,6,3,7,6,,,,,,,2,0,Completed,2.1,1.66,2008,FALSE,
55,Metz,Open de Moselle,10/2/2008,International,Indoor,Hard,2nd Round,3,Mathieu P.H.,Jouan R.,24,440,6,3,6,3,,,,,,,2,0,Completed,1.1,6.5,2008,TRUE,
55,Metz,Open de Moselle,10/3/2008,International,Indoor,Hard,Quarterfinals,3,Stepanek R.,Schwank E.,29,54,3,6,7,6,6,4,,,,,2,1,Completed,1.25,3.75,2008,TRUE,
55,Metz,Open de Moselle,10/3/2008,International,Indoor,Hard,Quarterfinals,3,Mannarino A.,Gicquel M.,181,41,6,4,7,6,,,,,,,2,0,Completed,3.5,1.28,2008,FALSE,
55,Metz,Open de Moselle,10/3/2008,International,Indoor,Hard,Quarterfinals,3,Tursunov D.,Moya C.,32,49,6,3,6,3,,,,,,,2,0,Completed,1.5,2.5,2008,TRUE,
55,Metz,Open de Moselle,10/3/2008,International,Indoor,Hard,Quarterfinals,3,Mathieu P.H.,Tipsarevic J.,24,43,7,6,6,3,,,,,,,2,0,Completed,1.83,1.83,2008,FALSE,
55,Metz,Open de Moselle,10/4/2008,International,Indoor,Hard,Semifinals,3,Tursunov D.,Stepanek R.,32,29,6,3,6,4,,,,,,,2,0,Completed,2,1.72,2008,FALSE,
55,Metz,Open de Moselle,10/4/2008,International,Indoor,Hard,Semifinals,3,Mathieu P.H.,Mannarino A.,24,181,7,6,7,6,,,,,,,2,0,Completed,1.25,3.75,2008,TRUE,
55,Metz,Open de Moselle,10/5/2008,International,Indoor,Hard,The Final,3,Tursunov D.,Mathieu P.H.,32,24,7,6,1,6,6,4,,,,,2,1,Completed,1.61,2.25,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,9/29/2008,International Gold,Outdoor,Hard,1st Round,3,Delic A.,Soeda G.,135,125,6,4,6,2,,,,,,,2,0,Completed,1.66,2.1,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,9/29/2008,International Gold,Outdoor,Hard,1st Round,3,Suzuki T.,Sugita Y.,593,441,6,3,7,6,,,,,,,2,0,Completed,1.77,2,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,9/29/2008,International Gold,Outdoor,Hard,1st Round,3,Lee H.T.,Iwabuchi S.,155,339,6,1,6,4,,,,,,,2,0,Completed,1.2,4.33,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,9/29/2008,International Gold,Outdoor,Hard,1st Round,3,Minar I.,Zverev M.,102,96,7,6,2,6,6,2,,,,,2,1,Completed,1.66,2.1,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,9/30/2008,International Gold,Outdoor,Hard,1st Round,3,Karanusic R.,Kondo H.,105,589,6,2,6,2,,,,,,,2,0,Completed,1.16,4.5,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,9/30/2008,International Gold,Outdoor,Hard,1st Round,3,Odesnik W.,Kim K.,109,122,6,4,6,3,,,,,,,2,0,Completed,1.83,1.83,2008,FALSE,
56,Tokyo,AIG Japan Open Tennis Championships,9/30/2008,International Gold,Outdoor,Hard,1st Round,3,Sirianni J.,Ito Y.,143,622,6,3,6,2,,,,,,,2,0,Completed,1.2,4.33,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,9/30/2008,International Gold,Outdoor,Hard,1st Round,3,Nishikori K.,Kendrick R.,84,100,7,6,6,7,6,2,,,,,2,1,Completed,1.33,3.25,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,9/30/2008,International Gold,Outdoor,Hard,1st Round,3,Levine J.,Udomchoke D.,101,159,4,6,6,1,6,0,,,,,2,1,Completed,1.44,2.62,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,9/30/2008,International Gold,Outdoor,Hard,1st Round,3,Slanar M.,Young D.,232,131,4,6,6,3,6,2,,,,,2,1,Completed,3.4,1.3,2008,FALSE,
56,Tokyo,AIG Japan Open Tennis Championships,9/30/2008,International Gold,Outdoor,Hard,1st Round,3,Stadler S.,Petzschner P.,142,116,6,2,6,4,,,,,,,2,0,Completed,2.1,1.66,2008,FALSE,
56,Tokyo,AIG Japan Open Tennis Championships,9/30/2008,International Gold,Outdoor,Hard,1st Round,3,Hsun Lu Y.,Gregorc L.,69,245,6,4,7,6,,,,,,,2,0,Completed,1.8,1.9,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,9/30/2008,International Gold,Outdoor,Hard,1st Round,3,Mamiit C.,Evans B.,420,176,3,6,7,5,6,4,,,,,2,1,Completed,2.37,1.53,2008,FALSE,
56,Tokyo,AIG Japan Open Tennis Championships,9/30/2008,International Gold,Outdoor,Hard,1st Round,3,Cipolla F.,Navarro-Pastor I.,129,70,7,6,7,6,,,,,,,2,0,Completed,2.5,1.5,2008,FALSE,
56,Tokyo,AIG Japan Open Tennis Championships,9/30/2008,International Gold,Outdoor,Hard,1st Round,3,Reynolds B.,Ito T.,89,358,6,3,6,1,,,,,,,2,0,Completed,1.12,5.5,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,9/30/2008,International Gold,Outdoor,Hard,1st Round,3,Sela D.,Phau B.,66,117,7,5,6,1,,,,,,,2,0,Completed,1.53,2.37,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Schuettler R.,Lee H.T.,35,155,6,3,6,7,6,3,,,,,2,1,Completed,1.53,2.37,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Melzer J.,Stadler S.,38,142,6,2,6,3,,,,,,,2,0,Completed,1.3,3.4,2008,TRUE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Suzuki T.,Bolelli S.,593,46,7,6,4,6,7,6,,,,,2,1,Completed,4.5,1.16,2008,FALSE,
56,Tokyo,AIG Japan Open Tennis Championships,10/1/2008,International Gold,Outdoor,Hard,2nd Round,3,Ferrer D.,Levine J.,5,101,6,4,4,6,6,1,,,,,2,1,Completed,1.16,4.5,2008,TRUE,
