playerA_market_prob,bookie_margin,log_target,playerA_points_won_pct,minutes,playerA,playerB,pseudo_date
-0.6609164991599913,0.39293904662703005,0,0.4286,70.0,Hyung Taik Lee,Nicolas Escude,2004-01-08
-0.5682638158148089,-0.195519115447241,1,0.5333,123.0,Ivan Ljubicic,Sebastien Grosjean,2004-01-08
-1.1444620953246492,-0.195519115447241,0,0.38,67.0,Sargis Sargsian,Tim Henman,2004-01-08
0.27298567226955783,0.6179377556554282,1,0.5735,81.0,Jarkko Nieminen,Todd Reid,2004-01-09
1.2340844024919715,-0.057058371429765095,1,0.5726,69.0,Carlos Moya,Thierry Ascione,2004-01-09
0.00793446369503132,1.9160072308192613,1,0.5252,125.0,Dominik Hrbaty,Cyril Saulnier,2004-01-09
-0.6609164991599913,0.39293904662703005,0,0.4523,152.0,Felix Mantilla,Sjeng Schalken,2004-01-09
0.7579141443050392,0.7737060926750878,1,0.5466,95.0,Tommy Robredo,Jean Rene Lisnard,2004-01-09
0.41772668008242964,1.0419737842089472,1,0.5664,86.0,Taylor Dent,Thomas Johansson,2004-01-09
1.160331022714712,-0.195519115447241,1,0.5397,81.0,Paradorn Srichaphan,Igor Andreev,2004-01-09
-0.40185775269236695,1.0419737842089472,1,0.5818,63.0,Michael Llodra,Vincent Spadea,2004-01-09
0.41772668008242964,1.0419737842089472,1,0.6055,77.0,Nicolas Escude,Agustin Calleri,2004-01-09
0.7579141443050392,0.7737060926750878,0,0.5142,159.0,Tim Henman,Ivan Ljubicic,2004-01-09
-0.25711674487949515,0.6179377556554282,1,0.5714,58.0,Dominik Hrbaty,Jarkko Nieminen,2004-01-10
-0.3456208006122066,0.410246639629215,0,0.4059,60.0,Sjeng Schalken,Carlos Moya,2004-01-10
0.8948188555165775,1.258318696736253,0,0.4215,67.0,Taylor Dent,Michael Llodra,2004-01-10
0.7579141443050392,0.7737060926750878,1,0.4927,133.0,Paradorn Srichaphan,Tommy Robredo,2004-01-10
0.36148972800226925,0.410246639629215,1,0.5489,94.0,Nicolas Escude,Ivan Ljubicic,2004-01-10
-0.22797655917030027,-0.1695577259439636,1,0.5068,96.0,David Sanchez,Jan Michael Gambill,2004-01-11
0.27298567226955783,0.6179377556554282,1,0.4973,115.0,Carlos Moya,Paradorn Srichaphan,2004-01-11
-0.16077639254545,0.8688978541871026,0,0.3964,57.0,Michael Llodra,Dominik Hrbaty,2004-01-11
-0.7429299019666886,-0.1695577259439636,0,0.4621,96.0,Nicolas Kiefer,Guillermo Coria,2004-01-12
0.5841327432048716,-0.195519115447241,0,0.4597,77.0,Luis Horna,Philipp Kohlschreiber,2004-01-12
0.05915949754989429,-0.1695577259439636,1,0.5573,87.0,Gaston Gaudio,Radek Stepanek,2004-01-12
-0.4723554214756047,-0.1695577259439636,1,0.4876,142.0,Todd Reid,Nicolas Massu,2004-01-12
0.41772668008242964,1.0419737842089472,0,0.4095,63.0,Jarkko Nieminen,Fabrice Santoro,2004-01-12
-0.35022631362240064,-0.1695577259439636,0,0.4835,142.0,Karol Beck,Gregory Carraz,2004-01-12
-0.12697440585441858,-0.1695577259439636,1,0.5318,108.0,Greg Rusedski,Juan Ignacio Chela,2004-01-12
-0.7659880196803827,-0.1695577259439636,0,0.4404,69.0,Sargis Sargsian,Lleyton Hewitt,2004-01-12
-0.22253828473543352,-0.1695577259439636,1,0.5776,64.0,Raemon Sluiter,Fernando Gonzalez,2004-01-12
-0.4170959752001818,-0.1695577259439636,0,0.4661,133.0,Xavier Malisse,Jiri Novak,2004-01-12
-1.299672427740812,-0.1695577259439636,1,0.521,66.0,Joachim Johansson,Rainer Schuettler,2004-01-12
-1.679174098709781,-0.23878809795270214,1,0.5508,65.0,Chris Guccione,Juan Carlos Ferrero,2004-01-13
-0.6609164991599913,0.39293904662703005,1,0.5536,59.0,Wayne Ferreira,James Blake,2004-01-13
-1.6298515259837387,-0.5243633824887451,0,0.439,70.0,Mark Nielsen,Dominik Hrbaty,2004-01-13
-0.40185775269236695,1.0419737842089472,0,0.35,13.0,Richard Gasquet,Felix Mantilla,2004-01-13
0.8293627309642597,1.0419737842089472,1,0.5124,166.0,Gustavo Kuerten,Alex Corretja,2004-01-13
-1.2329661510573606,1.2410111037340679,0,0.442,78.0,Alex Bogomolov Jr,Carlos Moya,2004-01-13
-0.25711674487949515,0.6179377556554282,1,0.5563,77.0,Alberto Martin,Stefan Koubek,2004-01-13
0.27298567226955783,0.6179377556554282,0,0.4297,78.0,Mikhail Youzhny,Michael Llodra,2004-01-13
0.41772668008242964,1.0419737842089472,1,0.5657,67.0,Tommy Robredo,Albert Costa,2004-01-13
